speech_id,topic_id,speech_order,member_name_original,member_name,text,num_words,num_characters
2024-04-02-T-015-S-00129,2024-04-02-T-015,129,Mr Speaker,Speaker,Dr Wan Rizal.,3,10
2024-04-02-T-015-S-00130,2024-04-02-T-015,130,Dr Wan Rizal (Jalan Besar),Wan Rizal,"Mr Speaker, in my speech today, I will cover the mental health aspect of the Bill. Although it represents a small segment of the Bill, it has drawn much attention within the mental health community. I would like to thank the Minister for mentioning and reiterating and assuring that mental health is a national priority and the amendments in this Bill aim to uphold that spirit. As we navigate the complexities of mental health and the pivotal role of law enforcement in our community, it is imperative to recognise the delicate balance required in addressing such sensitive issues. My experience as a Singapore Civil Defence Force (SCDF) officer handling suicide calls has significantly influenced my perspective for today. I recall the urgency and the critical decisions that need to be made in split seconds, because lives are at stake. These experiences have taught me an invaluable lesson. Behind every call is a human being in need, a family in despair and a family waiting for an officer's safe return. With this understanding, I approach the amendments proposed in the Bill, striving to highlight the balance that protects all that are involved; those experiencing the crisis and the officers responding with the hope of making a positive impact. The amendments proposed under the Bill seek to refine and clarify law enforcement's powers when responding to individuals experiencing mental health crises. This initiative underscores our commitment to enhancing public safety while preserving the dignity and well-being of those in vulnerable states. Importantly, these changes aim to provide officers with a clear guideline, enabling them to act decisively and compassionately in situations where individuals may pose a risk to themselves or others. Therefore, the potential risk of harm, rather than imminence, can be the basis for intervention. Last week, I had a dialogue with mental health advocates, including Total Wellness Initiative, Calm Collective, Silver Ribbon Society, Singapore Association for Mental Health, Mental Act and even PERGAS, where they raised concerns and sought to understand the Bill better. There is an apprehension that, without careful implementation, these amendments could inadvertently contribute to the stigma surrounding mental health or lead to discrimination. This fear is not unfounded; that in our pursuit of safety, it is possible that we may overlook the necessity for understanding and respect towards those experiencing mental health issues. They highlighted stories and studies pointing to the potential for increased anxiety and trauma stemming from such interventions or interactions, advocating for response mechanisms that are not only effective but also empathetic and respectful. To that end, I would like to ask how are our Police officers equipped with mental health awareness and knowledge and de-escalation training to use these expanded powers appropriately, with empathy and understanding? Would the Ministry consider periodically reviewing apprehension processes with inputs from mental health experts or even the new Mental Health Office? With the new tier system, we could have a different approach to addressing apprehension processes. Sir, as the dialogue progresses, one pertinent point emerged. There is a misunderstanding between apprehension and arrest – apprehension and arrest – and understanding the scope of the proposed amendments. For example, some thought the proposed amendments would give Police officers the power to search and restrain apprehended subjects, similar to when arresting criminal suspects. Also, there is a misunderstanding that the amendments will impact the decriminalisation of suicides or impact the Mental Health (Care and Treatment) Act and change the approach or processes that the Police may take in apprehending a person with a mental health condition. The consensus from the dialogue is that, such misunderstandings must be clarified and communicated clearly and the public must be aware of them, too, as the spread of such misunderstandings can be detrimental in our efforts to destigmatise mental health. Therefore, I am glad that the Minister elaborated in her Reading earlier and gave clear examples of how we aim to solve these problems. Sir, in conclusion, my aim today is very clear. I would like to offer a balanced approach that supports our Police force while addressing the community's concerns and misunderstandings, or rather, misinformation, that is being shared. Our Police force plays a critical role in ensuring the safety and security of our community, a duty that extends into the complex realm of mental health and it is not easy. The proposed amendments are about striking a balance; ensuring that our officers have the clarity and guidance they need to make compassionate decisions in the heat of the moment, which could save lives as well. And on that point, I also note that there are proposals about having a team to go along with the Police officers and my experience tells me that sometimes we do not have the luxury of time. It could take seconds or minutes or even hours and that is when a team could be possible. But usually, the decisions need to be made in a split second and I do not envy the challenges that our Police officers and other Home Team officers face. Notwithstanding the concerns I shared, and the clarifications sought to quell misunderstandings, or rather, misinformation, that is being shared, I support the amendments to the Bill.",865,4525
2024-04-02-T-015-S-00131,2024-04-02-T-015,131,Mr Speaker,Speaker,Mr Louis Ng.,3,9
2024-04-02-T-015-S-00132,2024-04-02-T-015,132,Mr Louis Ng Kok Kwang (Nee Soon),Louis Ng Kok Kwang,"Sir, this Bill will strengthen our ability to tackle scams, make Home Team operations more efficient and facilitate Yellow Ribbon Singapore's operations. I have three points for clarification. My first point is on the handling of attempted suicide cases. The new section 26AA sets out the manner of apprehension in attempted suicide cases. Under this section, the Police may apprehend a person who is reasonably suspected to be about to attempt to commit suicide. The media has reported on how the Police is working with the IMH crisis response team for cases where there are signs of attempted suicide by calling a dedicated IMH hotline to conduct a suicide risk assessment. The Police also has a Crisis Negotiation Unit to handle attempted suicide cases. Can the Minister share the Police's process for dealing with an attempted suicide case, including the involvement of the IMH crisis response team and the Crisis Negotiation Unit? At what point will the Police apprehend a person reasonably suspected to be about to commit suicide? What training is provided to officers to handle attempted suicide cases and to apprehend a person involved in an attempted suicide case? Under the section 26AA(5), every person is bound to help an authorised Police officer in apprehending a person, the Police officer is authorised to apprehend. Can the Minister elaborate on the nature of this obligation imposed on a person “bound to help”? What are the consequences if the person “bound to help” refuses to provide help? Is a layperson expected to know of their obligation to help and, if so, what steps will be taken to communicate to laypersons that they are obliged to help? Lastly, can Minister also explain, practically speaking, how a person requested to help should determine whether the Police is authorised or not to apprehend a person? Next, my second point is on the apprehension of mentally disordered persons. The Bill introduces amendments to allow the Police to apprehend a mentally disordered person, when there is a reasonable likelihood of danger to human life or personal safety posed by the person. The danger does not have to be imminent and actual harm does not have to be caused. Some have raised concerns that we may be over-reliant on the Police in cases of mental health crisis. One alternative that has been raised is that mental health professionals should lead the emergency response in such cases, where possible. This is already done in several cities. In the city of Eugene, Oregon, crisis counsellors from a community programme called Crisis Assistance Helping Out On The Streets or CAHOOTS, receive hundreds of hours of training and send responders to 3% to 8% of police calls. Can the Minister share if Police officers responding to cases of mental health crisis could be accompanied, where possible, by a mental health professional or someone with specialist training? For instance, we have Victim Care Officers who are specially trained to work with the Police to support victims of crime. Would it be possible to similarly train specialist community-first responders to support the Police in responding to cases involving individuals with mental health conditions? As for the Police officers, I understand that they are trained to handle persons with mental health conditions. That said, the Bill now requires a Police officer to assess if there is sufficient basis for the reasonable suspicion that a conduct is attributable to a mental disorder before apprehending a person. This is a different skillset from handling a person with mental health conditions. Can the Minister share what training will be provided to Police officers to assess whether the threat of physical harm is attributable to a mental disorder? The Ministry explained in a press release that a person may be traced in Police's records to have a history of mental disorder. Can the Minister share what other records are available to the Police in determining whether the threat of physical harm is attributable to a mental disorder? For example, does the Police have access to records maintained by IMH or other medical institutions? Further, can the Minister share what steps will be taken after the individual has been apprehended? For example, will the person be referred for immediate treatment for the mental disorder? If so, are the medical institutions ready for the potential increase in these referrals? Is there a possibility of the person being released back into the community instead of being referred for immediate treatment? If so, how will the Police assess whether the person is suitable for release back into the community? My third and final point is on the new SIM-card related offences. The Bill introduces new SIM card-related offences. These offences target irresponsible or fraudulent registration, transfer and possession of SIM cards. I appreciate that the new offences target a set of conduct that is facilitating the growing social problem of scams. However, the ways of using technology for wrongdoings are constantly evolving. Constantly introducing new offences in order to tackle specific methods and technologies if unchecked may lead to an extensive, fragmented and unwieldy set of criminal laws. This may be difficult for the layperson to keep track of and understand. Just last year, we amended the Computer Misuse Act and the Corruption, Drug Trafficking and Other Serious Crimes (Confiscation of Benefits) Act to introduce new offences involving the use of Singpass credentials. Existing Penal Code provisions on abetment or conspiracy may potentially be broad enough to cover some of the new SIM-card related offences. For instance, the Bill introduces new offences of providing a person's personal information to register a SIM card that the person knows will be used to commit an offence. Such conduct may potentially be covered under the existing provisions for abetment or conspiracy. Can the Minister share the rationale for introducing new offences instead of relying on existing provisions for abetment and conspiracy offences? Are the new provisions intended to address gaps in our laws where individuals could not be prosecuted because our laws were not precise enough to tackle that form of wrongdoing? My concern is that we end up with a proliferation of laws which become too complicated to understand. Sir, notwithstanding these clarifications, I stand in support of the Bill.",1037,5278
2024-04-02-T-015-S-00133,2024-04-02-T-015,133,Mr Speaker,Speaker,Minister Josephine Teo.,3,20
2024-04-02-T-015-S-00134,2024-04-02-T-015,134,Mrs Josephine Teo,Josephine Teo,"Mr Speaker, I thank Members for their support of the Bill. They raised many relevant questions which I will try my best to respond to. First, those on the new SIM card offences. Mr Louis Ng asked why MHA is introducing new offences, instead of relying on existing laws. The limitation of the current law is that for irresponsible subscribers and middlemen who deal in local SIM cards, we would need to prove that they had intended to abet an offence. But proving intent is incredibly difficult and often impossible. Take the example I mentioned in my opening speech, where a middleman purchased over 1,000 prepaid SIM cards that were fraudulently registered and sent them to persons in Malaysia who used them for scams. When he was questioned, he claimed that he merely dealt with the SIM cards and did not know that the receiving parties were scammers or that they would use the SIM cards to commit scams. It might indeed be that he did not know, because he did not care to know who bought the SIM cards from him and what they would do with it. It is equally difficult to prove criminal conspiracy. The new laws address this gap. With the new offences, we will deem irresponsible subscribers and middlemen liable for an offence, without needing to prove criminal intent or knowledge, in certain scenarios. These include, among others, registering for a SIM card and selling it for gain; possessing a large number of unregistered SIM cards for no legitimate reason; and buying or selling SIM cards registered in another person's particulars. There is no good reason for such acts, because there are legitimate ways to buy and sell SIM cards. But clearly, there is value to avoid such options and we should not accept them being passed off as legitimate economic activities, when, in fact, they are used to cause harms. As for errant retailers, there is no specific offence under today's laws for fraudulent registration. While the Police may use other laws to prosecute such retailers, such as offences under the Penal Code or Computer Misuse Act, circumstances of each case may not allow us to proceed. As a result, under today's regime, most errant retailers simply lose their contract with the mobile service provider, effectively getting away scot-free with the profits they had made from the fraudulent registrations. Mr Yip Hon Weng and Mr Louis Chua raised concerns about people who exploit elderly persons to obtain SIM cards. In the example given by Mr Yip, where an elderly person's particulars are misused by family members or caregivers to register for SIM cards. The elderly person would not be liable for an offence, if we find that he had no reasonable grounds to believe that his particulars would be used to register for SIM cards. The Police recognise that there are indeed situations where the elderly might have been tricked into sharing their particulars. The Police will investigate such cases comprehensively and consider any credible evidence that the elderly person was unaware about how his particulars would be used. The Attorney-General's Chambers will also carefully consider each case on its own facts and circumstances and will only pursue prosecution if there is public interest to do so. On the other hand, the individual who had misused the elderly person's particulars could be liable for an offence of supplying or selling the SIM cards registered in another person's particulars. In addition, if the individual had pretended to be the elderly person and had used his particulars to sign up for a SIM card without his permission, the individual could also be liable for an offence of cheating by personation under section 416 of the Penal Code. Mr Yip Hon Weng and Mr Louis Chua asked if there are plans to educate the elderly population about the misuse of their particulars for SIM card registrations. Mr Louis Ng shared his concern about the proliferation of laws which are too complicated to understand. Sir, we are one of the few jurisdictions that have been able to pass new laws to act against scammers. It is something that a lot of my colleagues in law enforcement wish they could do in their systems. But it has been very difficult for them. It would indeed be better and we agree with Mr Louis Ng, if we could streamline these laws. But at this point in time, this is not a luxury we can afford when scam tactics are still evolving so quickly and Police resources are so stretched. This is a trade-off Parliament must consider, whether to prioritise the streamlining of laws or quickly putting in place levers to act against the scammers. If we asked victims, their answer would be clear. I believe we should, in Parliament, similarly accept this trade-off for now. In any case, to allow members of the public to familiarise themselves with the new offences, we intend for the offences to come into force approximately six months after the Bill is passed. During these six months, we will step up public education efforts to raise awareness of the new offences, red flags that the public ought to be wary about and measures they can adopt to prevent the misuse of their SIM cards and particulars. We will also work with mobile service providers to educate retailers about the new offences and emphasise the penalties that they will face should they be convicted of fraudulent registration. For the offences of receiving, supplying or possessing SIM cards, Mr Desmond Choo asked how we decided on the threshold of 11 or more SIM cards. Sir, there is no magic formula. The Police have observed cases of scammers possessing as few as 15 to 20 local SIM cards to send tens of thousands of scam SMSes. Setting a low threshold is therefore important for deterrence from hoarding local SIM cards. However, we have also tried to ensure that most law-abiding people are not affected. Based on a 2022 poll of all mobile service providers, only about 2,000 subscribers, or less than 0.1% of all subscribers, used their own particulars to register for more than 10 postpaid SIM cards with a single mobile service provider. A typical person is therefore very unlikely to be holding on to more than 10 SIM cards which are registered in his own name and should not even be in possession of cards not registered in his own name. In other words, this amendment is not a concern for legitimate subscribers, even if they have more than 10 cards, as they will not be involved in crime. Mr Desmond Choo suggested imposing minimum fines and imprisonment terms, as well as pegging fines for retailers to a proportion of their annual revenue. We assess that the proposed penalties are adequate for now. We do not intend to impose a minimum penalty, so as to give the Courts more flexibility to decide on the appropriate punishment based on the severity of the case. While fines might be a mere slap on the wrists for large retailers, the possibility of an imprisonment term of up to three years should act as a sufficiently strong deterrent. Assoc Prof Razwana and Mr Louis Chua asked about the legislative provisions to hold key officers and senior management liable for offences committed by entities. Under the new sections 40A and 40B in the MOA, key officers and senior management who were involved in committing the offence can be held liable. These include officers who were involved in making the executive decision to commit the offence, as well as those who failed to take reasonable steps to prevent an offence that they knew was going to be committed. Members also gave suggestions on preventing the abuse of local SIM cards. Mr Louis Chua asked if mobile service providers might also be liable if they are appointed to retailers, conduct fraudulent registrations. Under the new laws, mobile service providers will be liable for an offence, if they were directly involved conducting or facilitating the fraudulent registrations. In addition, we can also take regulatory action against mobile service providers, if we find that they fail to ensure their appointed retailers comply with IMDA's requirements on SIM card registrations. Mr Desmond Choo asked how we are working with online platforms, such as Telegram. The Police have been working with online platforms to take down accounts involved in scams and other crimes. However, under today's laws, it is not a crime to go online to buy and sell local SIM cards second-hand. This means that there are actually no legal grounds to request the platforms to take down accounts involved in such sales of SIM cards. Once the new offences come into force and the second-hand sale of local SIM cards becomes illegal, we will consider issuing directions under the Online Criminal Harms Act to the platforms to require them to restrict access to accounts involved. Mr Choo suggested simplifying and standardising the process for a person to authorise another person to register for SIM cards on his behalf. To clarify, IMDA only allows persons to register for SIM cards under their own names, using their own particulars. To ensure this, retailers are required to check the identity of the subscriber during the registration process. Mobile service providers may be in breach of their regulatory obligations, should their appointed retailers fail to conduct such checks. If a person wishes to register SIM cards for his family members, he can do so using his own particulars. Mr Yip suggested creating an avenue to allow retailers to report suspicious activity conveniently and anonymously. Such avenues already exist. Retailers can file a Police report, which can be done online conveniently using Singpass. They can also submit information through the I-Witness online portal, which can be done anonymously. Assoc Prof Razwana asked about training and other resources given to Home Team officers, including Anti-Scam Command officers, to recognise, investigate and prosecute scams. To clarify, the key difficulty we face today is with prosecuting scammers, and the people who help them, including SIM card mules. Today’s amendments will help our police officers successfully take to task the SIM card mules that they arrest. Assoc Prof Razwana also asked how we could work with the telcos to prevent scams. These have been shared earlier in my opening speech, so I suggest not to belabour the point. Assoc Prof Razwana and Mr Yip asked if we would work with foreign law enforcement agencies to take down scammers operating overseas. The Police have been working with our overseas counterparts, such as the Royal Malaysia Police and INTERPOL, to exchange information and conduct joint operations. This has led to the successful take-down of 19 overseas scam syndicates in 2023. The new SIM card offences will also give the Police more grounds to work with foreign law enforcement agencies to arrest and investigate overseas scammers. In relation to the proposed amendment to section 14D of the MOA, Assoc Prof Razwana asked if the Ministry would consider encouraging entities to undertake simulated phishing exercises using the Cyber Security Agency's (CSA’s) recently published Playbook for the Conduct of Phishing Simulation Exercises. The short answer is yes. As I earlier noted, such exercises are useful tools for organisations to be better prepared against cybersecurity incidents. Assoc Prof Razwana asked what strategies are in place to prevent people from being misled by genuine cybersecurity warnings and advice. To clarify, genuine cybersecurity warnings and advice do not fall within the scope of section 14D as they are not false or fabricated messages. If her concern is that bad actors could take advantage of the proposed exception to section 14D, let me assure her that we have designed the exception carefully. It is not enough for someone to simply claim that they have a legitimate purpose in sending the false message – there is an objective standard that must be met. Furthermore, malicious actors who seek to exploit this exception, for example, by masquerading as public authorities, will be caught under the existing Penal Code offences like cheating by personation. I will now deal with the questions and suggestions on the handling of cases involving persons with mental health conditions. I hear all the Members and your concerns, and it is important to reiterate that this Government is fully committed to advancing mental health. We recognise that persons with mental health conditions are part of our society and we should do our best to help them. Our National Mental Health and Well-being Strategy outlines the whole-of-society approach that we are taking to address this important issue and there are many components of them. Members were concerned about social stigma that mental health patients may face and the appropriate care, which we fully understand and agree with. In fact, we are actively working towards destigmatising mental health conditions, so that people do not hesitate to seek help. Please be assured that Police does not seek to put more burdens on such persons or their families. As I explained at the start of the debate, Police will not get involved unless called to prevent harm from happening. And the idea that section 7 of the MHCTA is being used for mental health management is entirely mistaken, as I have explained earlier and reiterate again. I would also urge Members to help clarify this mischaracterisation and put the minds of the mental health patients themselves and their families at ease, as Dr Wan Rizal has helpfully sought to do through his engagements with the community. In reality, as pointed out so well by Dr Syed Harun, the vast majority of individuals with mental illness would not fulfil the threshold set out in this Bill for apprehension by the Police and, rightly so. In fact, without being told or having been told previously, Police will have no idea who these patients are. In the circumstances that warrant Police's intervention, Police are well aware and minded to calibrate their responses, and let medical professionals take over as soon as practicable. That is the overriding priority of the Police if they are called to a scene and they make the assessment that most likely this person would be best served by having medical attention. When an individual has been apprehended under the MHCTA, they will be brought to a medical practitioner for assessment. That is the whole design of section 7 and the rules governing apprehension. As I have explained earlier too, this is not the same as arrest, where the person will be placed in a lock-up. The amendments we are discussing are in fact to better achieve the objective of letting medical professionals manage persons with mental health issues, as my responses to specific queries will also show. Mr Ng and Mr Edward Chia asked about the Police’s procedures for responding to cases of attempted suicide. Such cases involve both persons who have, and persons who do not have mental health conditions. When attending to such cases, the key objective of the Police is to ensure the safety of the person and others around him. If there is risk of imminent harm and a stand-off ensues, such as a distressed person standing on a ledge in a high-rise building, the Police’s Crisis Negotiation Unit, comprising Police officers and psychologists, will be activated. They will try to dissuade him from committing suicide. After the Police have ensured the safety of the various parties, they may apprehend the person under the MHCTA if they assess that the person still poses a danger to himself, or others, and bring him to seek psychiatric treatment. If not, other relevant personnel may then be brought in to attend to the suicidal person and to provide the necessary support. This may include mental health professionals from the IMH Crisis Response Team. To reiterate, apprehension under MHCTA is not a criminal offence for which the person can be prosecuted. Mr Ng and Mr Chia asked about treatment of individuals who have been apprehended. These individuals will be assessed by the medical practitioners at IMH to determine the likely medical causes for their behaviour. The medical practitioners may recommend further treatment in either inpatient or outpatient settings, or refer the individuals to social service providers to address their social needs where warranted, for example, where there is employment support and financial assistance. Mr Chia asked about collaboration between the Police and the Community Outreach Teams, also known as CREST teams, which are set up by AIC. Where appropriate, the Police will refer persons with mental health conditions to the CREST teams in the region or to AIC, which will refer the cases to other appropriate mental health service providers. Keeping in mind that some of these individuals may well prefer to maintain their privacy and not have whatever action that they have taken be made known so widely so I think Police is also mindful of that and they will have to decide whether it is appropriate for them to make a referral. To Ms He's question on whether the Crisis Response Team may be expanded, Police and IMH are already reviewing this suggestion. Mr Ng, Assoc Prof Razwana, Dr Syed Harun and Mr Chua asked whether Police should be accompanied by mental health professionals or community first responders when responding to cases involving persons with mental health conditions. Firstly, prior to attending to the scene, Police may not be in a position to assess that there is a mental health condition involved in the person being attended to. But in any case, even if the Police have some sense that this was so, for this idea to work, we will need to have sufficient numbers of such professionals on 24/7 standby, and for them to be able to respond immediately with the Police to all cases at all parts of our island. Unfortunately, I think this will be very difficult to accomplish. The practical approach is for the Police, after dealing with the danger, to refer such persons to mental health professionals for treatment or, as we discussed earlier, to other community support organisations. Mr Choo, Ms He and Mr Ng asked how the Police assess whether the threat of physical harm is attributable to a mental disorder. The role of the Police is not to assess or diagnose mental health conditions or disorders. They are not best placed to do so. Their role is to deal with the threat of harm and protect public safety. This is why the current MHCTA states that a Police officer’s belief that a person is doing or about to do an act which is dangerous to himself is sufficient basis for the officer to suspect that the danger to that person is attributable to a mental disorder and to apprehend the person. The Police have access to reports of past incidents associated with the person, whether he had sought treatment at IMH then, and other relevant information including medical history from the family members, to aid their assessment. Police officers can also consult mental health professionals at IMH via a dedicated phone line. The Police regularly update their training, conducted by suitably qualified professionals, to ensure that it remains relevant. This point was reinforced by several Members, and we could not agree more the importance of training. For example, Police officers undergo a mental health awareness course designed by the Agency for Integrated Care which helps the officers identify and respond to persons observed with indications of mental health conditions. Apart from training, officers are also guided by a specific set of internal SOPs, which are regularly updated. To Mr Chua’s questions on amendment and implementation timelines, we will ensure that the amendments and the training provided to police officers will continue to enable them to intervene in a more timely manner while making decisions that underscore respect and empathy for persons with mental health conditions. Mr Choo and Mr Yip alluded to the need for clarity on when the Police may make an apprehension. Ms He also asked about the time frame police would now apply in the assessment for danger. The powers of apprehension under the MHCTA have been in place since 2008. The proposed amendments seek to allow the Police to intervene in a more timely manner, when the danger is there, even though it may not be immediately clear that the danger is imminent or when the person may turn violent. I would like to echo Dr Syed Harun’s point that risk assessment, even for psychiatrists, is not a perfect science. It is not practicable to be too prescriptive. Doing so could bind the Police officers’ hands or prevent them from acting quickly when they should. Situations on the ground can be dynamic, and they need to be given the latitude to make quick decisions in difficult situations. The safety of the public and family members around such a person, and of the person himself, should be a priority. As Dr Syed Harun puts it, no meaningful medical treatment is possible without first ensuring the safety of the patient and rescuer. We agree with Mr Yip and Ms He that safeguards are nonetheless important. Let me state categorically that MHA and the Police do not condone officers abusing their powers or acting inappropriately. Police ground response force officers don body-worn cameras which ensure accountability and transparency. Their actions can be audited very easily because it is recorded. If the officers have breached the law and committed criminal offences, the Police will refer the matter to the Attorney-General's Chamber for criminal prosecution. If the officers are guilty of misconduct but it is not a criminal offence, the Police will conduct internal investigations and take disciplinary action as necessary. In serious cases, the officers are dismissed. To Mr Ng's question on resourcing, we do not expect a significant increase in the number of referrals as a result of the amendments because the threshold is still quite high as pointed out previously by Dr Syed Harun. So, it is not a case that you suddenly are going to go out and make apprehensions. So, there is no anticipated increase in resourcing needs. The Police intervene only when the person poses a danger to himself or others around him. The Police do not get involved in cases involving persons with mental health conditions but who do not pose any danger to himself or others. Mr Ng and Mr Choo asked about the requirement for the public to assist a Police officer when he is making an apprehension. Such a provision is not new. The Criminal Procedure Code provides the same duty to assist a Police officer or any other person authorised to make an arrest. The intent is for the Police to be able to reasonably call upon members of the public to assist them in preventing individuals with mental health conditions from causing further harm to themselves or others. To Ms He's question on whether the amendments are in compliance with the CRPD, we can confirm that the MHCTA continues to be in compliance after the amendments. Sir, I will move on to other queries about the Bill. Mr Yip asked how the amendment to the Police's obligations for non-arrestable offences apply to neighbour disputes or noise complaints, and whether such cases will be dismissed. The amendment does not affect how the Police respond to such incidents. This is because such incidents, in and of themselves, do not constitute criminal offences. We have explained the Government's view that neighbour disputes and noise complaints should be resolved through a community-based approach, where community partners, Government social or municipal agencies, and grassroots leaders work together to resolve the issues. Communal issues between neighbours are not and should not be matters for the Police to intervene. The Police's resources should focus on the prevention, deterrence, and detection of crime. They will respond to neighbour disputes and noise complaints only where there are law and order concerns. Mr Speaker, I hope I have addressed Members' queries. I thank them once again for their support of the Bill. Sir, I beg to move.",4023,19601
2024-04-02-T-015-S-00135,2024-04-02-T-015,135,Mr Speaker,Speaker,Do Members have any clarifications for Minister Teo? Ms He?,10,48
2024-04-02-T-015-S-00136,2024-04-02-T-015,136,Ms He Ting Ru,He Ting Ru,"I thank the Minister for her reply. I just have one quick clarification. This relates to the High Court judgment in So, given that the Minister stressed earlier that there is a difference between apprehension and arrest, I would like to understand and seek clarification about the Attorney-General's submissions during the High Court case, and how that squares with what was said earlier.",63,318
2024-04-02-T-015-S-00137,2024-04-02-T-015,137,Mrs Josephine Teo,Josephine Teo,"Mr Speaker, Sir, I am not familiar with the case that she cited specifically. But what I was trying to get to is that the treatment of a person who is apprehended and a person who is arrested, from the Police's standpoint, is quite clearly different. When a person has been apprehended, the next course of action is to bring them to a medical facility for treatment. When a person is arrested, that next course of action is to bring them to a lock-up where they may then be investigated further. So, I hope that that clarifies things. If there is a specific question on whether it conflicts with the specific part of the law that Ms He highlighted, with your permission, Sir, may I invite her to file a PQ so that we can deal with it properly. It probably does not impact the way in which the amendments ought to be considered.",154,655
2024-04-02-T-015-S-00138,2024-04-02-T-015,138,Mr Speaker,Speaker,Ms He.,2,4
2024-04-02-T-015-S-00139,2024-04-02-T-015,139,Ms He Ting Ru,He Ting Ru,"Thank you, Mr Speaker. I just wanted to seek clarification about the point made about the procedural difference as well between the apprehension and the arrest, which I think the Minister has clarified. Upon apprehension, can I just confirm that the person being apprehended does not actually get taken in a police cell, or into a lock-up, and instead, is directly taken down to seek medical attention?",67,326
2024-04-02-T-015-S-00140,2024-04-02-T-015,140,Mrs Josephine Teo,Josephine Teo,"I said that probably at least three times, but I am happy to confirm again.",15,59
2024-04-02-T-015-S-00141,2024-04-02-T-015,141,Mr Speaker,Speaker,"Any other clarifications for Minister Teo? [() Question put, and agreed to. ()] [() Bill accordingly read a Second time and committed to a Committee of the whole House. ()] [() The House immediately resolved itself into a Committee on the Bill. – [Mrs Josephine Teo]. ()] [() Bill considered in Committee; reported without amendment; read a Third time and passed. ()] Order. I propose to take a break now. I suspend the Sitting and will take the Chair at 5.10 pm. Sitting accordingly suspended at 4.54 pm until 5.10 pm. Sitting resumed at 5.10 pm.",96,395
2024-04-02-T-016-S-00142,2024-04-02-T-016,142,,,[() Order for Second Reading read. ()],7,25
2024-04-02-T-016-S-00143,2024-04-02-T-016,143,The Senior Parliamentary Secretary to the Minister for Social and Family Development (Mr Eric Chua),Eric Chua,"Mdm Deputy Speaker, on behalf of the Minister for Social and Family Development, I beg to move, ""That the Bill be now read a Second time."" Under the Mental Capacity Act (MCA), a Donor may appoint a Donee through a Lasting Power of Attorney (LPA). If the Donor loses mental capacity, the LPA allows the Donee to decide on the Donor's personal welfare, property and other affairs. Previously, LPAs were made using hard copy forms. In 2021, the Ministry of Social and Family Development (MSF) amended the MCA to digitalise the LPA process. This provided more convenience and facilitated an uptake in the number of LPAs created. The online LPA system was rolled out on 14 November 2022. The LPA is a legal document which confers powers enabling a Donee to decide on the Donor's personal welfare, property and other affairs. In most cases, the property, such as a Housing and Development Board (HDB) flat, a private condominium apartment or a landed property, is registered under the Land Titles Act. To transfer ownership of such a property, there is no need for a deed. However, for property not registered under the Land Titles Act, transfer of ownership must be made by way of a deed. Hence, an LPA is executed as a deed, so that irrespective of the type of property, the Donee has the power to make the necessary transactions for the benefit of the Donor. Prior to the electronic LPAs, the hard copy form contained a statement in the signature box where the Donor physically signs, that the LPA is ""signed (or marked) and delivered as a deed by Donor"". Section 12A(1)(a) of the MCA is intended to replicate this for electronic LPAs and specifies that the electronic record must clearly state on its face that it is intended to be a deed. Unfortunately, the electronic LPA, unlike the hard copy form, did not contain this required statement. Two Members of the House have also filed Parliamentary Questions on the matter and I would like to take the opportunity to address them here. First, we apologise for this omission and for any inconvenience this may have caused. Since 5 January this year, the electronic LPA has been revised to include this statement. Next, let me touch on the implications of the omission. For the approximately 87,000 electronic LPAs made between 14 November 2022 and 4 January 2024, there is some uncertainty as to whether the LPAs were validly made. Hard copy LPAs, on the other hand, were not affected by this omission. Till date, MSF is not aware of any actual harm suffered by Donees or Donors. Many of the Donors that made the LPAs continue to have mental capacity, and so, there is no need yet for the Donees to act on their behalf. It is possible that some Donees have begun to exercise the powers in some of the affected electronic LPAs, but we are not aware of any challenge to the exercise of those powers by third parties. This Bill will remove any future potential complications. Lastly, on the process by which the electronic LPA form was approved for deployment, MSF had an internal proofreading and vetting process. The forms were prepared by the staff of the Office of the Public Guardian and was vetted by the Public Guardian, as well as by a separate Legal Unit. Unfortunately, no system of process checks can be 100% accurate, as this case shows. In fact, the electronic LPA forms go through various parties, including certificate issuers who are people familiar with the hard copy forms, such as lawyers or doctors. Despite this, it took nearly a year before a member of the public noticed the difference and wrote in to enquire. Let me now turn to the Mental Capacity (Amendment) Bill proper. Our key consideration was to ensure certainty of the validity of the LPAs which the Donors had made, so that the Donors would not have to take steps to re-make their LPAs. The Bill provides for the retroactive validation of the affected LPAs by introducing a new section 12B in the MCA. Specifically, subsections (1) and (2) provide that an LPA made between 14 November 2022 and 4 January 2024, both dates inclusive, using the online LPA system, is not invalid as a deed and not invalidly created by reason only that it was not made in compliance with section 12A(1)(a). Our intent is to validate all affected electronic LPAs, provided they comply with all other legal requirements for the making of an LPA. Subsection (3) additionally provides that no legal proceedings may be instituted on or after 6 March 2024 over the validity of these LPAs by reason of the instruments, or forms, used in the making of the LPA not being in accordance with section 12A(1)(a). With this amendment, the uncertainty over the validity of all affected electronic LPAs will be removed. Again, we apologise for the omission and assure affected Donors that they do not need to re-make their LPAs. With that, Mdm Deputy Speaker, I beg to move. [() Question proposed. ()]",851,3839
2024-04-02-T-016-S-00144,2024-04-02-T-016,144,Mdm Deputy Speaker,Deputy Speaker,Mr Don Wee.,3,8
